Vehicle_ID,Vehicle_Type,Battery_Capacity_kWh,Vehicle_Age_Years
VEH03201,SUV,40.0,2
VEH03202,Sedan,40.0,9
VEH03203,Hatchback,100.0,6
VEH03204,Sedan,60.0,5
VEH03205,Hatchback,70.0,2
VEH03206,Sedan,80.0,3
VEH03207,SUV,50.0,5
VEH03208,SUV,70.0,6
VEH03209,Hatchback,70.0,3
VEH03210,Sedan,70.0,2
VEH03211,Sedan,50.0,3
VEH03212,Pickup,60.0,8
VEH03213,SUV,50.0,11
VEH03214,SUV,80.0,2
VEH03215,Sedan,60.0,4
VEH03216,SUV,50.0,7
VEH03217,Sedan,40.0,0
VEH03218,Sedan,100.0,9
VEH03219,Sedan,50.0,1
VEH03220,SUV,40.0,8
VEH03221,Hatchback,60.0,11
VEH03222,Hatchback,50.0,0
VEH03223,Pickup,60.0,5
VEH03224,SUV,70.0,11
VEH03225,Hatchback,70.0,1
VEH03226,Sedan,40.0,6
VEH03227,SUV,40.0,0
VEH03228,SUV,40.0,5
VEH03229,Pickup,50.0,9
VEH03230,Hatchback,50.0,4
VEH03231,Sedan,70.0,2
VEH03232,SUV,80.0,8
VEH03233,Pickup,70.0,11
VEH03234,SUV,50.0,6
VEH03235,SUV,90.0,0
VEH03236,Van,60.0,0
VEH03237,Sedan,50.0,11
VEH03238,Pickup,60.0,10
VEH03239,Pickup,100.0,3
VEH03240,Sedan,50.0,8
VEH03241,Hatchback,60.0,9
VEH03242,Hatchback,100.0,9
VEH03243,Sedan,90.0,9
VEH03244,Hatchback,70.0,8
VEH03245,Sedan,40.0,3
VEH03246,Sedan,50.0,0
VEH03247,SUV,80.0,0
VEH03248,SUV,40.0,11
VEH03249,SUV,60.0,9
VEH03250,Hatchback,90.0,5
VEH03251,Hatchback,80.0,5
VEH03252,Van,50.0,3
VEH03253,Sedan,70.0,3
VEH03254,SUV,70.0,3
VEH03255,Sedan,40.0,6
VEH03256,Sedan,80.0,11
VEH03257,SUV,70.0,0
VEH03258,SUV,70.0,5
VEH03259,Hatchback,70.0,7
VEH03260,SUV,80.0,2
VEH03261,Sedan,70.0,2
VEH03262,Hatchback,50.0,11
VEH03263,Van,50.0,8
VEH03264,SUV,80.0,1
VEH03265,Sedan,70.0,5
VEH03266,Van,50.0,3
VEH03267,Sedan,50.0,0
VEH03268,Van,70.0,11
VEH03269,SUV,60.0,11
VEH03270,Hatchback,50.0,0
VEH03271,Sedan,50.0,1
VEH03272,Van,80.0,11
VEH03273,Hatchback,70.0,11
VEH03274,Sedan,100.0,3
VEH03275,SUV,40.0,9
VEH03276,Sedan,70.0,5
VEH03277,SUV,70.0,11
VEH03278,Van,80.0,8
VEH03279,Sedan,40.0,4
VEH03280,Sedan,50.0,4
VEH03281,Pickup,90.0,1
VEH03282,Sedan,70.0,4
VEH03283,Sedan,90.0,11
VEH03284,Hatchback,40.0,4
VEH03285,Hatchback,60.0,10
VEH03286,Van,60.0,11
VEH03287,Hatchback,60.0,6
VEH03288,Hatchback,70.0,10
VEH03289,Pickup,80.0,2
VEH03290,Sedan,70.0,8
VEH03291,Pickup,40.0,7
VEH03292,SUV,40.0,3
VEH03293,Sedan,80.0,4
VEH03294,Sedan,60.0,3
VEH03295,Hatchback,90.0,9
VEH03296,Sedan,50.0,10
VEH03297,Hatchback,40.0,11
VEH03298,SUV,70.0,10
VEH03299,Sedan,40.0,5
VEH03300,Pickup,80.0,6
VEH03301,Sedan,60.0,8
VEH03302,Sedan,60.0,2
VEH03303,Sedan,80.0,5
VEH03304,SUV,70.0,3
VEH03305,Pickup,70.0,7
VEH03306,SUV,70.0,7
VEH03307,Sedan,80.0,1
VEH03308,Hatchback,40.0,3
VEH03309,Sedan,90.0,10
VEH03310,Van,80.0,1
VEH03311,Pickup,80.0,0
VEH03312,SUV,90.0,4
VEH03313,Hatchback,40.0,9
VEH03314,Sedan,40.0,11
VEH03315,SUV,80.0,5
VEH03316,Hatchback,70.0,5
VEH03317,Sedan,50.0,5
VEH03318,SUV,60.0,2
VEH03319,SUV,70.0,7
VEH03320,SUV,50.0,7
VEH03321,Hatchback,90.0,7
VEH03322,SUV,90.0,8
VEH03323,SUV,40.0,10
VEH03324,SUV,90.0,11
VEH03325,Sedan,60.0,4
VEH03326,SUV,60.0,5
VEH03327,SUV,100.0,7
VEH03328,Van,60.0,7
VEH03329,SUV,50.0,4
VEH03330,SUV,80.0,4
VEH03331,Hatchback,70.0,0
VEH03332,Hatchback,60.0,3
VEH03333,Van,70.0,0
VEH03334,SUV,60.0,9
VEH03335,SUV,50.0,8
VEH03336,Pickup,70.0,10
VEH03337,Sedan,70.0,0
VEH03338,Sedan,70.0,7
VEH03339,Hatchback,50.0,5
VEH03340,SUV,50.0,2
VEH03341,Sedan,60.0,7
VEH03342,Sedan,80.0,10
VEH03343,Pickup,80.0,2
VEH03344,Sedan,80.0,7
VEH03345,Hatchback,50.0,6
VEH03346,Sedan,60.0,5
VEH03347,Hatchback,50.0,10
VEH03348,Sedan,70.0,2
VEH03349,Hatchback,70.0,0
VEH03350,Van,70.0,3
VEH03351,Pickup,70.0,9
VEH03352,Sedan,40.0,6
VEH03353,SUV,40.0,5
VEH03354,SUV,60.0,0
VEH03355,Pickup,60.0,7
VEH03356,SUV,60.0,11
VEH03357,Sedan,70.0,10
VEH03358,Hatchback,50.0,1
VEH03359,Sedan,80.0,9
VEH03360,Hatchback,70.0,5
VEH03361,SUV,60.0,3
VEH03362,SUV,50.0,4
VEH03363,Sedan,70.0,5
VEH03364,Van,50.0,4
VEH03365,SUV,70.0,9
VEH03366,SUV,60.0,10
VEH03367,Hatchback,70.0,4
VEH03368,Hatchback,50.0,11
VEH03369,SUV,40.0,2
VEH03370,Van,80.0,6
VEH03371,Sedan,50.0,8
VEH03372,Hatchback,80.0,3
VEH03373,Sedan,90.0,10
VEH03374,Hatchback,60.0,0
VEH03375,Sedan,80.0,5
VEH03376,SUV,60.0,4
VEH03377,Pickup,60.0,8
VEH03378,SUV,70.0,9
VEH03379,Sedan,60.0,10
VEH03380,Hatchback,40.0,9
VEH03381,Sedan,40.0,7
VEH03382,Hatchback,70.0,4
VEH03383,Hatchback,50.0,3
VEH03384,Hatchback,90.0,1
VEH03385,SUV,50.0,6
VEH03386,Hatchback,60.0,1
VEH03387,Pickup,80.0,11
VEH03388,SUV,90.0,4
VEH03389,Hatchback,60.0,1
VEH03390,SUV,100.0,2
VEH03391,Hatchback,50.0,3
VEH03392,Pickup,70.0,7
VEH03393,Hatchback,50.0,3
VEH03394,Sedan,70.0,11
VEH03395,SUV,100.0,10
VEH03396,SUV,80.0,10
VEH03397,Sedan,100.0,9
VEH03398,Sedan,50.0,10
VEH03399,Hatchback,70.0,11
VEH03400,SUV,50.0,1
VEH03401,Sedan,90.0,0
VEH03402,Sedan,60.0,6
VEH03403,Pickup,50.0,5
VEH03404,Hatchback,70.0,2
VEH03405,Hatchback,90.0,10
VEH03406,Sedan,50.0,5
VEH03407,SUV,90.0,1
VEH03408,Sedan,80.0,9
VEH03409,Hatchback,60.0,7
VEH03410,SUV,60.0,7
VEH03411,SUV,40.0,4
VEH03412,Hatchback,40.0,9
VEH03413,Sedan,100.0,4
VEH03414,Sedan,70.0,3
VEH03415,Van,40.0,1
VEH03416,Sedan,60.0,5
VEH03417,Sedan,90.0,9
VEH03418,Hatchback,80.0,6
VEH03419,SUV,40.0,1
VEH03420,SUV,40.0,3
VEH03421,SUV,60.0,7
VEH03422,SUV,70.0,9
VEH03423,SUV,40.0,3
VEH03424,Sedan,60.0,0
VEH03425,Van,60.0,5
VEH03426,Sedan,80.0,7
VEH03427,Hatchback,80.0,6
VEH03428,Van,50.0,1
VEH03429,Van,60.0,8
VEH03430,SUV,60.0,3
VEH03431,SUV,70.0,0
VEH03432,SUV,90.0,2
VEH03433,SUV,80.0,3
VEH03434,Sedan,100.0,3
VEH03435,SUV,50.0,2
VEH03436,Van,50.0,0
VEH03437,SUV,80.0,5
VEH03438,SUV,60.0,7
VEH03439,Sedan,90.0,1
VEH03440,Sedan,50.0,9
VEH03441,Hatchback,50.0,0
VEH03442,Sedan,90.0,1
VEH03443,Sedan,60.0,0
VEH03444,Pickup,70.0,4
VEH03445,SUV,70.0,6
VEH03446,Hatchback,80.0,3
VEH03447,SUV,50.0,10
VEH03448,SUV,50.0,8
VEH03449,SUV,70.0,2
VEH03450,Hatchback,70.0,7
VEH03451,Sedan,70.0,11
VEH03452,Sedan,50.0,6
VEH03453,Sedan,70.0,5
VEH03454,Sedan,50.0,6
VEH03455,Hatchback,80.0,4
VEH03456,Pickup,40.0,8
VEH03457,SUV,40.0,1
VEH03458,Pickup,90.0,1
VEH03459,Pickup,80.0,1
VEH03460,Pickup,60.0,9
VEH03461,Van,70.0,11
VEH03462,SUV,60.0,6
VEH03463,Sedan,40.0,9
VEH03464,Sedan,70.0,7
VEH03465,SUV,50.0,1
VEH03466,SUV,80.0,11
VEH03467,SUV,40.0,4
VEH03468,Pickup,80.0,0
VEH03469,SUV,90.0,9
VEH03470,SUV,40.0,7
VEH03471,SUV,70.0,0
VEH03472,Sedan,80.0,10
VEH03473,Hatchback,40.0,5
VEH03474,Pickup,50.0,4
VEH03475,Hatchback,40.0,1
VEH03476,Pickup,70.0,4
VEH03477,Pickup,90.0,11
VEH03478,Sedan,60.0,5
VEH03479,Van,60.0,10
VEH03480,SUV,40.0,7
VEH03481,SUV,50.0,10
VEH03482,Van,80.0,7
VEH03483,Pickup,60.0,2
VEH03484,Sedan,60.0,11
VEH03485,SUV,70.0,7
VEH03486,Sedan,60.0,2
VEH03487,Pickup,50.0,8
VEH03488,Sedan,60.0,1
VEH03489,SUV,80.0,8
VEH03490,SUV,80.0,5
VEH03491,SUV,60.0,1
VEH03492,Sedan,90.0,1
VEH03493,SUV,70.0,7
VEH03494,Hatchback,70.0,0
VEH03495,SUV,50.0,8
VEH03496,Hatchback,50.0,1
VEH03497,Sedan,80.0,0
VEH03498,SUV,80.0,6
VEH03499,Sedan,80.0,7
VEH03500,Hatchback,80.0,0
VEH03501,Pickup,50.0,9
VEH03502,Sedan,80.0,0
VEH03503,SUV,50.0,3
VEH03504,Sedan,80.0,4
VEH03505,Sedan,40.0,11
VEH03506,Sedan,50.0,6
VEH03507,Hatchback,50.0,7
VEH03508,SUV,70.0,7
VEH03509,Pickup,70.0,3
VEH03510,SUV,50.0,9
VEH03511,Hatchback,90.0,2
VEH03512,Sedan,70.0,4
VEH03513,Sedan,90.0,10
VEH03514,Sedan,80.0,0
VEH03515,Sedan,80.0,11
VEH03516,SUV,70.0,5
VEH03517,Sedan,60.0,8
VEH03518,Hatchback,80.0,0
VEH03519,Hatchback,60.0,6
VEH03520,SUV,70.0,11
VEH03521,Sedan,80.0,5
VEH03522,SUV,80.0,11
VEH03523,SUV,70.0,9
VEH03524,SUV,70.0,7
VEH03525,SUV,90.0,11
VEH03526,Hatchback,40.0,0
VEH03527,Pickup,50.0,11
VEH03528,Hatchback,50.0,5
VEH03529,Sedan,90.0,6
VEH03530,Hatchback,100.0,1
VEH03531,Van,60.0,10
VEH03532,SUV,40.0,7
VEH03533,SUV,60.0,3
VEH03534,Pickup,40.0,3
VEH03535,Pickup,90.0,4
VEH03536,Hatchback,50.0,6
VEH03537,SUV,80.0,9
VEH03538,Pickup,70.0,8
VEH03539,SUV,60.0,1
VEH03540,SUV,60.0,2
VEH03541,Hatchback,60.0,7
VEH03542,SUV,60.0,10
VEH03543,Hatchback,40.0,7
VEH03544,SUV,90.0,0
VEH03545,SUV,80.0,6
VEH03546,Sedan,60.0,8
VEH03547,Sedan,100.0,8
VEH03548,Pickup,60.0,8
VEH03549,Sedan,60.0,9
VEH03550,SUV,50.0,9
VEH03551,SUV,70.0,7
VEH03552,Sedan,100.0,4
VEH03553,Van,40.0,0
VEH03554,Pickup,70.0,5
VEH03555,Pickup,70.0,2
VEH03556,Sedan,60.0,1
VEH03557,Van,90.0,6
VEH03558,SUV,60.0,7
VEH03559,Sedan,80.0,6
VEH03560,SUV,100.0,6
VEH03561,Pickup,60.0,10
VEH03562,SUV,70.0,3
VEH03563,Sedan,90.0,8
VEH03564,SUV,70.0,1
VEH03565,Sedan,40.0,8
VEH03566,SUV,100.0,6
VEH03567,Sedan,100.0,8
VEH03568,SUV,90.0,9
VEH03569,Pickup,80.0,9
VEH03570,Pickup,90.0,7
VEH03571,Pickup,80.0,4
VEH03572,SUV,70.0,7
VEH03573,SUV,60.0,0
VEH03574,SUV,40.0,3
VEH03575,SUV,80.0,11
VEH03576,Sedan,50.0,2
VEH03577,Sedan,50.0,9
VEH03578,SUV,80.0,11
VEH03579,Pickup,100.0,2
VEH03580,Sedan,60.0,1
VEH03581,Van,40.0,2
VEH03582,Van,90.0,5
VEH03583,SUV,70.0,9
VEH03584,Sedan,90.0,5
VEH03585,Sedan,100.0,10
VEH03586,Van,70.0,3
VEH03587,Pickup,80.0,9
VEH03588,SUV,70.0,10
VEH03589,SUV,60.0,3
VEH03590,Pickup,40.0,6
VEH03591,SUV,60.0,10
VEH03592,SUV,80.0,11
VEH03593,Sedan,70.0,3
VEH03594,Sedan,80.0,1
VEH03595,Hatchback,50.0,9
VEH03596,SUV,50.0,9
VEH03597,Pickup,50.0,3
VEH03598,SUV,100.0,0
VEH03599,Van,50.0,8
VEH03600,Sedan,70.0,5
VEH03601,Hatchback,60.0,4
VEH03602,SUV,50.0,11
VEH03603,Sedan,100.0,3
VEH03604,SUV,50.0,3
VEH03605,Hatchback,60.0,3
VEH03606,SUV,70.0,8
VEH03607,Pickup,60.0,5
VEH03608,SUV,60.0,8
VEH03609,SUV,50.0,2
VEH03610,Sedan,60.0,3
VEH03611,Hatchback,70.0,11
VEH03612,Pickup,70.0,1
VEH03613,Sedan,100.0,4
VEH03614,Hatchback,80.0,4
VEH03615,Hatchback,60.0,11
VEH03616,Pickup,70.0,10
VEH03617,SUV,40.0,7
VEH03618,Sedan,100.0,3
VEH03619,Hatchback,40.0,10
VEH03620,Hatchback,70.0,3
VEH03621,SUV,60.0,9
VEH03622,Pickup,40.0,3
VEH03623,Hatchback,50.0,3
VEH03624,Sedan,40.0,4
VEH03625,Hatchback,50.0,0
VEH03626,SUV,50.0,1
VEH03627,SUV,90.0,10
VEH03628,Hatchback,70.0,7
VEH03629,Pickup,70.0,11
VEH03630,SUV,40.0,0
VEH03631,SUV,40.0,1
VEH03632,Hatchback,50.0,0
VEH03633,SUV,70.0,1
VEH03634,Hatchback,40.0,2
VEH03635,Sedan,60.0,8
VEH03636,Pickup,100.0,8
VEH03637,Sedan,60.0,11
VEH03638,Hatchback,80.0,0
VEH03639,Pickup,60.0,2
VEH03640,SUV,60.0,2
VEH03641,SUV,80.0,0
VEH03642,Sedan,90.0,8
VEH03643,Pickup,60.0,1
VEH03644,Pickup,60.0,5
VEH03645,Pickup,40.0,6
VEH03646,SUV,60.0,7
VEH03647,SUV,70.0,11
VEH03648,SUV,50.0,1
VEH03649,SUV,70.0,8
VEH03650,SUV,100.0,8
VEH03651,SUV,60.0,5
VEH03652,Pickup,70.0,8
VEH03653,Sedan,60.0,10
VEH03654,SUV,80.0,4
VEH03655,SUV,50.0,8
VEH03656,SUV,100.0,2
VEH03657,SUV,50.0,5
VEH03658,Sedan,90.0,6
VEH03659,Pickup,70.0,10
VEH03660,Van,60.0,8
VEH03661,Sedan,90.0,8
VEH03662,Sedan,90.0,0
VEH03663,SUV,90.0,11
VEH03664,Sedan,80.0,4
VEH03665,SUV,90.0,5
VEH03666,Van,60.0,8
VEH03667,Sedan,70.0,8
VEH03668,Hatchback,60.0,2
VEH03669,Sedan,60.0,4
VEH03670,Pickup,60.0,9
VEH03671,Sedan,40.0,6
VEH03672,Hatchback,50.0,3
VEH03673,SUV,50.0,10
VEH03674,Hatchback,100.0,10
VEH03675,Sedan,70.0,10
VEH03676,SUV,40.0,2
VEH03677,Pickup,60.0,11
VEH03678,Sedan,70.0,9
VEH03679,SUV,60.0,5
VEH03680,Sedan,50.0,2
VEH03681,SUV,50.0,9
VEH03682,Pickup,70.0,10
VEH03683,Pickup,60.0,4
VEH03684,Sedan,100.0,10
VEH03685,Hatchback,50.0,4
VEH03686,SUV,80.0,5
VEH03687,SUV,50.0,1
VEH03688,SUV,80.0,5
VEH03689,Hatchback,40.0,9
VEH03690,Sedan,100.0,8
VEH03691,SUV,70.0,10
VEH03692,Sedan,50.0,10
VEH03693,Pickup,60.0,4
VEH03694,Sedan,60.0,3
VEH03695,Sedan,80.0,11
VEH03696,SUV,60.0,9
VEH03697,Sedan,70.0,5
VEH03698,Sedan,60.0,5
VEH03699,Hatchback,50.0,10
VEH03700,SUV,60.0,7
VEH03701,SUV,70.0,9
VEH03702,SUV,80.0,10
VEH03703,Hatchback,90.0,2
VEH03704,SUV,60.0,7
VEH03705,Sedan,50.0,11
VEH03706,SUV,90.0,5
VEH03707,Van,90.0,3
VEH03708,SUV,80.0,4
VEH03709,Van,60.0,6
VEH03710,Sedan,50.0,6
VEH03711,Hatchback,60.0,3
VEH03712,Sedan,70.0,10
VEH03713,Sedan,40.0,5
VEH03714,Hatchback,40.0,8
VEH03715,SUV,60.0,7
VEH03716,SUV,90.0,4
VEH03717,Van,80.0,0
VEH03718,Hatchback,80.0,1
VEH03719,Sedan,50.0,10
VEH03720,Hatchback,40.0,1
VEH03721,Sedan,40.0,9
VEH03722,SUV,60.0,7
VEH03723,SUV,70.0,11
VEH03724,Hatchback,80.0,7
VEH03725,SUV,50.0,10
VEH03726,SUV,80.0,0
VEH03727,Sedan,70.0,11
VEH03728,Sedan,40.0,11
VEH03729,Pickup,60.0,3
VEH03730,SUV,50.0,6
VEH03731,Hatchback,100.0,4
VEH03732,SUV,90.0,8
VEH03733,Hatchback,40.0,2
VEH03734,Sedan,80.0,7
VEH03735,SUV,60.0,8
VEH03736,Sedan,70.0,3
VEH03737,SUV,40.0,0
VEH03738,Sedan,50.0,10
VEH03739,Sedan,60.0,7
VEH03740,SUV,90.0,1
VEH03741,SUV,40.0,3
VEH03742,Hatchback,70.0,8
VEH03743,Sedan,70.0,6
VEH03744,SUV,90.0,4
VEH03745,SUV,70.0,3
VEH03746,SUV,60.0,6
VEH03747,Hatchback,80.0,5
VEH03748,Hatchback,60.0,5
VEH03749,Hatchback,90.0,4
VEH03750,Pickup,40.0,6
VEH03751,Van,60.0,5
VEH03752,SUV,80.0,7
VEH03753,Pickup,50.0,11
VEH03754,Hatchback,60.0,9
VEH03755,Sedan,90.0,6
VEH03756,Sedan,50.0,2
VEH03757,SUV,90.0,5
VEH03758,Van,90.0,3
VEH03759,SUV,70.0,5
VEH03760,Hatchback,60.0,7
VEH03761,Sedan,60.0,5
VEH03762,Sedan,70.0,1
VEH03763,SUV,90.0,3
VEH03764,Van,40.0,7
VEH03765,Pickup,80.0,4
VEH03766,SUV,80.0,1
VEH03767,Sedan,90.0,0
VEH03768,Sedan,80.0,0
VEH03769,Hatchback,50.0,3
VEH03770,SUV,70.0,9
VEH03771,Hatchback,50.0,2
VEH03772,Pickup,70.0,10
VEH03773,SUV,60.0,7
VEH03774,Sedan,60.0,4
VEH03775,SUV,70.0,9
VEH03776,SUV,50.0,7
VEH03777,Van,80.0,0
VEH03778,SUV,40.0,7
VEH03779,SUV,60.0,11
VEH03780,Sedan,50.0,6
VEH03781,Van,80.0,7
VEH03782,Sedan,80.0,8
VEH03783,Hatchback,50.0,3
VEH03784,Hatchback,50.0,7
VEH03785,Hatchback,70.0,3
VEH03786,Hatchback,60.0,10
VEH03787,SUV,60.0,6
VEH03788,Hatchback,70.0,8
VEH03789,SUV,60.0,6
VEH03790,Sedan,80.0,5
VEH03791,SUV,90.0,0
VEH03792,SUV,40.0,0
VEH03793,Sedan,60.0,9
VEH03794,Pickup,100.0,7
VEH03795,Pickup,40.0,2
VEH03796,Sedan,50.0,4
VEH03797,SUV,50.0,6
VEH03798,Sedan,70.0,7
VEH03799,Van,70.0,11
VEH03800,SUV,80.0,9
VEH03801,Hatchback,80.0,5
VEH03802,SUV,70.0,3
VEH03803,Van,50.0,8
VEH03804,Hatchback,60.0,3
VEH03805,Sedan,70.0,5
VEH03806,SUV,50.0,5
VEH03807,Sedan,70.0,1
VEH03808,Sedan,50.0,1
VEH03809,Pickup,70.0,6
VEH03810,SUV,80.0,8
VEH03811,Sedan,60.0,0
VEH03812,Sedan,50.0,9
VEH03813,Sedan,40.0,6
VEH03814,SUV,100.0,1
VEH03815,Pickup,90.0,4
VEH03816,SUV,60.0,4
VEH03817,Pickup,100.0,3
VEH03818,SUV,40.0,7
VEH03819,Sedan,60.0,8
VEH03820,Hatchback,70.0,0
VEH03821,SUV,90.0,6
VEH03822,Pickup,50.0,5
VEH03823,Pickup,60.0,3
VEH03824,Pickup,60.0,3
VEH03825,Pickup,40.0,7
VEH03826,Hatchback,60.0,2
VEH03827,SUV,40.0,8
VEH03828,Sedan,60.0,6
VEH03829,Sedan,70.0,11
VEH03830,Pickup,80.0,10
VEH03831,SUV,50.0,6
VEH03832,Sedan,60.0,11
VEH03833,SUV,40.0,0
VEH03834,Sedan,90.0,0
VEH03835,SUV,90.0,1
VEH03836,Sedan,60.0,3
VEH03837,Sedan,60.0,0
VEH03838,Sedan,80.0,11
VEH03839,Hatchback,60.0,10
VEH03840,Pickup,60.0,8
VEH03841,Hatchback,70.0,2
VEH03842,Sedan,40.0,2
VEH03843,SUV,60.0,10
VEH03844,Hatchback,80.0,3
VEH03845,SUV,70.0,10
VEH03846,Sedan,80.0,7
VEH03847,Hatchback,70.0,9
VEH03848,SUV,50.0,3
VEH03849,Hatchback,70.0,2
VEH03850,SUV,50.0,7
VEH03851,Sedan,40.0,10
VEH03852,Sedan,70.0,10
VEH03853,SUV,70.0,0
VEH03854,SUV,40.0,5
VEH03855,Sedan,70.0,7
VEH03856,Sedan,60.0,2
VEH03857,Sedan,50.0,10
VEH03858,SUV,50.0,10
VEH03859,SUV,40.0,9
VEH03860,SUV,80.0,10
VEH03861,Hatchback,70.0,8
VEH03862,Pickup,70.0,2
VEH03863,SUV,60.0,10
VEH03864,Hatchback,60.0,3
VEH03865,Sedan,60.0,9
VEH03866,Pickup,80.0,2
VEH03867,SUV,70.0,5
VEH03868,SUV,60.0,0
VEH03869,Sedan,40.0,11
VEH03870,Sedan,40.0,3
VEH03871,Pickup,60.0,2
VEH03872,SUV,50.0,7
VEH03873,Sedan,70.0,4
VEH03874,Hatchback,90.0,8
VEH03875,Van,60.0,2
VEH03876,Hatchback,60.0,6
VEH03877,SUV,80.0,5
VEH03878,SUV,60.0,9
VEH03879,Van,80.0,10
VEH03880,SUV,60.0,0
VEH03881,Pickup,60.0,4
VEH03882,Van,60.0,5
VEH03883,Sedan,100.0,3
VEH03884,SUV,60.0,3
VEH03885,SUV,60.0,7
VEH03886,Sedan,90.0,1
VEH03887,Sedan,40.0,2
VEH03888,SUV,90.0,4
VEH03889,Sedan,50.0,5
VEH03890,Pickup,90.0,5
VEH03891,Sedan,70.0,6
VEH03892,Sedan,90.0,4
VEH03893,SUV,100.0,0
VEH03894,Sedan,70.0,6
VEH03895,Van,50.0,7
VEH03896,Sedan,50.0,8
VEH03897,Pickup,40.0,2
VEH03898,SUV,50.0,1
VEH03899,Pickup,70.0,5
VEH03900,Pickup,60.0,6
VEH03901,Sedan,100.0,4
VEH03902,SUV,60.0,7
VEH03903,SUV,60.0,2
VEH03904,Sedan,70.0,7
VEH03905,SUV,60.0,7
VEH03906,Sedan,100.0,2
VEH03907,Sedan,60.0,0
VEH03908,SUV,60.0,2
VEH03909,Van,50.0,0
VEH03910,Sedan,60.0,7
VEH03911,Sedan,50.0,10
VEH03912,Hatchback,80.0,10
VEH03913,SUV,50.0,6
VEH03914,Hatchback,80.0,9
VEH03915,Sedan,70.0,0
VEH03916,SUV,100.0,5
VEH03917,SUV,100.0,5
VEH03918,Hatchback,90.0,4
VEH03919,Hatchback,50.0,0
VEH03920,Pickup,70.0,11
VEH03921,Sedan,70.0,5
VEH03922,Hatchback,80.0,7
VEH03923,Sedan,70.0,0
VEH03924,SUV,50.0,6
VEH03925,SUV,70.0,4
VEH03926,Pickup,50.0,10
VEH03927,Hatchback,90.0,5
VEH03928,SUV,50.0,3
VEH03929,Sedan,60.0,11
VEH03930,SUV,40.0,9
VEH03931,Sedan,60.0,6
VEH03932,SUV,100.0,9
VEH03933,Sedan,60.0,9
VEH03934,Hatchback,70.0,11
VEH03935,Van,40.0,5
VEH03936,Pickup,60.0,6
VEH03937,Van,70.0,5
VEH03938,Sedan,50.0,6
VEH03939,Hatchback,60.0,1
VEH03940,Sedan,70.0,9
VEH03941,Hatchback,80.0,4
VEH03942,Pickup,60.0,8
VEH03943,Sedan,50.0,5
VEH03944,SUV,90.0,0
VEH03945,Sedan,50.0,1
VEH03946,Pickup,50.0,5
VEH03947,SUV,80.0,4
VEH03948,Sedan,70.0,3
VEH03949,Hatchback,90.0,7
VEH03950,Hatchback,70.0,6
VEH03951,Pickup,60.0,11
VEH03952,Hatchback,100.0,11
VEH03953,Pickup,70.0,3
VEH03954,Hatchback,80.0,10
VEH03955,Pickup,90.0,6
VEH03956,Hatchback,60.0,2
VEH03957,Hatchback,50.0,4
VEH03958,SUV,80.0,4
VEH03959,SUV,40.0,7
VEH03960,Hatchback,40.0,7
VEH03961,Sedan,70.0,3
VEH03962,Pickup,40.0,7
VEH03963,Sedan,70.0,7
VEH03964,SUV,90.0,11
VEH03965,Van,90.0,9
VEH03966,SUV,50.0,5
VEH03967,SUV,50.0,7
VEH03968,SUV,70.0,4
VEH03969,Pickup,40.0,8
VEH03970,SUV,60.0,4
VEH03971,Pickup,70.0,10
VEH03972,Sedan,50.0,3
VEH03973,Sedan,80.0,6
VEH03974,SUV,50.0,10
VEH03975,Pickup,70.0,1
VEH03976,Van,80.0,6
VEH03977,Sedan,100.0,0
VEH03978,SUV,70.0,8
VEH03979,SUV,70.0,8
VEH03980,Sedan,60.0,3
VEH03981,Pickup,60.0,7
VEH03982,Hatchback,60.0,0
VEH03983,SUV,80.0,2
VEH03984,SUV,80.0,8
VEH03985,Sedan,60.0,4
VEH03986,Sedan,80.0,4
VEH03987,Pickup,50.0,8
VEH03988,Sedan,40.0,7
VEH03989,Pickup,60.0,5
VEH03990,Hatchback,70.0,0
VEH03991,SUV,40.0,2
VEH03992,Van,70.0,11
VEH03993,Pickup,40.0,9
VEH03994,Pickup,70.0,10
VEH03995,Pickup,60.0,5
VEH03996,Sedan,90.0,11
VEH03997,SUV,60.0,7
VEH03998,SUV,60.0,11
VEH03999,Sedan,80.0,9
VEH04000,SUV,80.0,11
VEH04001,SUV,40.0,4
VEH04002,Hatchback,40.0,1
VEH04003,Van,50.0,11
VEH04004,SUV,40.0,9
VEH04005,Hatchback,80.0,1
VEH04006,Sedan,50.0,7
VEH04007,Pickup,90.0,3
VEH04008,Sedan,50.0,8
VEH04009,Hatchback,90.0,11
VEH04010,SUV,40.0,0
VEH04011,SUV,50.0,7
VEH04012,Pickup,60.0,9
VEH04013,Van,50.0,8
VEH04014,Sedan,90.0,2
VEH04015,Pickup,80.0,7
VEH04016,Pickup,80.0,9
VEH04017,Van,60.0,1
VEH04018,Hatchback,70.0,2
VEH04019,Hatchback,70.0,11
VEH04020,SUV,80.0,9
VEH04021,Sedan,70.0,5
VEH04022,Sedan,40.0,3
VEH04023,SUV,70.0,10
VEH04024,Hatchback,50.0,3
VEH04025,SUV,60.0,2
VEH04026,Van,60.0,0
VEH04027,Sedan,70.0,9
VEH04028,Van,100.0,8
VEH04029,Hatchback,60.0,3
VEH04030,SUV,60.0,0
VEH04031,SUV,40.0,11
VEH04032,Van,60.0,4
VEH04033,Sedan,70.0,2
VEH04034,Hatchback,100.0,1
VEH04035,Pickup,70.0,1
